form	lemma	freq	seg	pos	gloss
paSanSa'la'	paSanSa'la'	6			
pase'el	pase'el	6			
paSepe:	paSepe:	6			
paSohowihin	paSohowihin	6			
paspeng	paspeng	6			
paSte:boe'	paSte:boe'	6			
pat'a:iS	pat'a:iS	6			
pata:'itol	pata:'itol	6			
patae:ae'	patae:ae'	6			
pat'izaeh	pat'izaeh	6			
patnonak	patnonak	6			
patono'	patono'	6			
patoroe'	patoroe'	6			
pawa:'in	pawa:'in	6			
pawka'en	pawka'en	6			
pawkinba:inen	pawkinba:inen	6			驅邪（受事）
pawlipaeh	pawlipaeh	6			
pawlipaehen	pawlipaehen	6			
pay	pay	6			
paybi:	paybi:	6			
payha'ha'en	payha'ha'en	6			
paytipoe'oe'	paytipoe'oe'	6			
pil'awan	pil'awan	6			
pinak'ae:'ae:iw	pinak'ae:'ae:iw	6			
pinak'apis	pinak'apis	6			
pinakbaSaw	pinakbaSaw	6			
pinakisa'oe'	pinakisa'oe'	6			
pinanrahi:	pinanrahi:	6			
pinatabil	pinatabil	6			
pinayha'ha'	pinayha'ha'	6			
pinaypoSalan	pinaypoSalan	6			
pinoti'	pinoti'	6			
pinSiboeh	pinSiboeh	6			
pizos	pizos	6			
po'aSan	po'aSan	6			
poe'poe'oe'	poe'poe'oe'	6			
pora'ara'	pora'ara'	6			
pori:	pori:	6			
pori:in	pori:in	6			
poSama:	poSama:	6			
poSneh	poSneh	6			
potatay	potatay	6			
powa'aw	powa'aw	6			
rakal	rakal	6			
ramo'ramo'an	ramo'ramo'an	6			
rarahoe'an	rarahoe'an	6			
raraylis	raraylis	6			
rasiwazay	rasiwazay	6			
remeken	remeken	6			
remene:	remene:	6			
repe'en	repe'en	6			
rinae'oe:	rinae'oe:	6			
rinene:	rinene:	6			
romarang	romarang	6			
romene:	romene:	6			
sa:bongen	sa:bongen	6			
sae:pae'	sae:pae'	6			
Sa'en	Sa'en	6			
Sam'iyaeh	Sam'iyaeh	6			
samiyan	samiyan	6			
San'akoey	San'akoey	6			
Sananaw	Sananaw	6			
Sanhaelen	Sanhaelen	6			
Santalam	Santalam	6			
sapihin	sapihin	6			
sapoeh	sapoeh	6			
sapoehen	sapoehen	6			
Sarak	Sarak	6			
SaSa:en	SaSa:en	6			
SaSa'iS	SaSa'iS	6			
SaSapel	SaSapel	6			
sasibo:	sasibo:	6			
SaSinay	SaSinay	6			
Sateren	Sateren	6			
Sawyae'	Sawyae'	6			
Say'ino'	Say'ino'	6			
sazek	sazek	6			
senge:en	senge:en	6			
Sibilen	Sibilen	6			
Sibo:ay	Sibo:ay	6			
Siboeh	Siboeh	6			
SihakaS	SihakaS	6			
Sihangih	Sihangih	6			
Si'intani'	Si'intani'	6			
Sikaehos	Sikaehos	6			
SikaS'abo'	SikaS'abo'	6			
Sikbi':	Sikbi':	6			
SikonrarakiS	SikonrarakiS	6			
Sikoring	Sikoring	6			
Silaliw	Silaliw	6			
Silam	Silam	6			
Sil'amet	Sil'amet	6			
Sil'elngih	Sil'elngih	6			
Sinahoe'	Sinahoe'	6			
sina'oe'	sina'oe'	6			
Sinapel	Sinapel	6			
Sinawi'	Sinawi'	6			
Sinaypilaz	Sinaypilaz	6			
Sinbalihaehan	Sinbalihaehan	6			
Sineme:	Sineme:	6			
Singowip	Singowip	6			
singozaw	singozaw	6			
singozawen	singozawen	6			
Si'o:ol	Si'o:ol	6			
Si'ohay	Si'ohay	6			
Sipahayap	Sipahayap	6			
Sipalbe:	Sipalbe:	6			
Sipan'oetoeh	Sipan'oetoeh	6			
Sipanpangih	Sipanpangih	6			
Sipanpeznges	Sipanpeznges	6			
Sipantataba'	Sipantataba'	6			
Sipaprae:iw	Sipaprae:iw	6			
SipaSorangi'	SipaSorangi'	6			
Sipawka'	Sipawka'	6			
Siporok	Siporok	6			
Sipoten	Sipoten	6			
Siprae:iw	Siprae:iw	6			
SipSipa:	SipSipa:	6			
SiraroSa'	SiraroSa'	6			
SiS	SiS	6			
Sisapih	Sisapih	6			
SiSbet	SiSbet	6			
Sitoba'	Sitoba'	6			
siyak	siyak	6			
SiyoS	SiyoS	6			
sizab	sizab	6			
So:aw	So:aw	6			
So:ol	So:ol	6			
Sobis':in	Sobis':in	6			
Sohaepoy	Sohaepoy	6			
Sohowih	Sohowih	6			
soma''	soma''	6			
Somahoe'	Somahoe'	6			
somaka:	somaka:	6			
Somakap	Somakap	6			
soma'oe'	soma'oe'	6			
Somapel	Somapel	6			
somapih	somapih	6			
somay	somay	6			
Somepe:	Somepe:	6			
somibo:	somibo:	6			
somihoe:	somihoe:	6			
somingozaw	somingozaw	6			問（主事）
Sopoti'in	Sopoti'in	6			
ta:bih	ta:bih	6			
tabo:en	tabo:en	6			
taboe'en	taboe'en	6			
tae'oeloeh	tae'oeloeh	6			
taetae'	taetae'	6			
taetae'en	taetae'en	6			
takokoraeh	takokoraeh	6			
talawsan	talawsan	6			
taliso:	taliso:	6			
tal'oemaeh	tal'oemaeh	6			
taloso:	taloso:	6			
tanga'nga'	tanga'nga'	6			
tangkobo'	tangkobo'	6			
tangtang	tangtang	6			
ta'oSa'	ta'oSa'	6			
tapayaka:'	tapayaka:'	6			
tapeleng	tapeleng	6			
tapoetoeh	tapoetoeh	6			
tartari:	tartari:	6			
taSibae:aeh	taSibae:aeh	6			
taSimalat	taSimalat	6			
taStaS	taStaS	6			
tatilhaehaelen	tatilhaehaelen	6			
tato'aelae'	tato'aelae'	6			
tatroe'	tatroe'	6			
te:ne'	te:ne'	6			
temektek	temektek	6			
tepeSen	tepeSen	6			
ti	ti	6			
tibaehko'	tibaehko'	6			
tihilok	tihilok	6			
tilihih	tilihih	6			
tinabo:	tinabo:	6			
tinango:an	tinango:an	6			
tinawsas':	tinawsas':	6			
tingo:o'	tingo:o'	6			
tinSo:	tinSo:	6			
tiwaSaw	tiwaSaw	6			
tohimi'	tohimi'	6			
tokangang	tokangang	6			
tomae:ae'	tomae:ae'	6			
toma'mol	toma'mol	6			
tomata:	tomata:	6			
tomatikot	tomatikot	6			
tomayhobaz	tomayhobaz	6			
tombok	tombok	6			
tombong	tombong	6			
tomi:iS	tomi:iS	6			
tomihoero:	tomihoero:	6			
tomilhaehael	tomilhaehael	6			
tomiwakit	tomiwakit	6			
tomoba'	tomoba'	6			
tomobong	tomobong	6			
tomokowaw	tomokowaw	6			
tomoleng	tomoleng	6			
tomopa:	tomopa:	6			
tomoroy	tomoroy	6			
tomotata:a'	tomotata:a'	6			
tomo'to'	tomo'to'	6			
tomowa'is	tomowa'is	6			
tono'en	tono'en	6			
topasay	topasay	6			
toroy	toroy	6			
toroyen	toroyen	6			
wa:'in	wa:'in	6			
walae'en	walae'en	6			
wasah	wasah	6			
zazalas	zazalas	6			
zi:izin	zi:izin	6			
zine:ez	zine:ez	6			
ziyae'	ziyae'	6			
ziza	ziza	6			
zomingas	zomingas	6			
baba:angan	baba:angan	5			有花紋
baba:angan	baba:angan	5			
be:eS	be:eS	5			
be:es	be:es	5			
pil'asay	pil'asay	5			
pil'aSay	pil'aSay	5			
Sawki'	Sawki'	5			
sawki'	sawki'	5			
'a'apaehan	'a'apaehan	5			
'aewngahipan	'aewngahipan	5			
'al	'al	5			
'alibih	'alibih	5			
'alkoysiya'	'alkoysiya'	5			
'alo'	'alo'	5			
'al'oehaez	'al'oehaez	5			
'alSay	'alSay	5			
'amilika'	'amilika'	5			
'a'oetoe'	'a'oetoe'	5			
'a'olo'	'a'olo'	5			
'araway	'araway	5			
'arolon	'arolon	5			
'ase:	'ase:	5			
'at'atip	'at'atip	5			
'awhay	'awhay	5			
'ay'ayaehan	'ay'ayaehan	5			
'aytiway	'aytiway	5			
'az'azem	'az'azem	5			
ba:ay	ba:ay	5			西瓜
bakbaken	bakbaken	5			
balawbaw	balawbaw	5			
banban	banban	5			
bangbangihan	bangbangihan	5			
bangol	bangol	5			
bawnay	bawnay	5			
be:ayi	be:ayi	5			
beleng	beleng	5			
bilowa:	bilowa:	5			
boka:	boka:	5			
bokol	bokol	5			
bolak	bolak	5			
bolaken	bolaken	5			
bolalas	bolalas	5			
bolboli'	bolboli'	5			
bonaz	bonaz	5			
bowaw	bowaw	5			
ha:boso'	ha:boso'	5			
ha:ong	ha:ong	5			
haba:'	haba:'	5			
haehngae'	haehngae'	5			
haema'	haema'	5			
haha:'	haha:'	5			
haha:'ez	haha:'ez	5			
haka'no:ol	haka'no:ol	5			
haseng	haseng	5			
hayo'	hayo'	5			
ha'zawan	ha'zawan	5			
hazih	hazih	5			
hebengen	hebengen	5			
heklaw	heklaw	5			
hemeken	hemeken	5			
hewel	hewel	5			
hilaSan	hilaSan	5			
hinboe'	hinboe'	5			
hininmono:	hininmono:	5			
hinkosiza:	hinkosiza:	5			
hinmono:	hinmono:	5			
hinmono:on	hinmono:on	5			
hinopi''	hinopi''	5			
hinopil	hinopil	5			
hintimo'	hintimo'	5			
hoba:ang	hoba:ang	5			
hobak	hobak	5			
homaba:'	homaba:'	5			
homakak	homakak	5			
homakaS	homakaS	5			
homangal	homangal	5			
homiwa'	homiwa'	5			
homoehoe'	homoehoe'	5			
homo'mol	homo'mol	5			
honas	honas	5			
hongaehnge:	hongaehnge:	5			
hontini'	hontini'	5			
hopong	hopong	5			
hopot	hopot	5			
hoSoS	hoSoS	5			
'ika	'ika	5			
'ikim	'ikim	5			
'ilo'en	'ilo'en	5			
'in'ae:aew	'in'ae:aew	5			
'inalebe:	'inalebe:	5			
'inhae'tiS	'inhae'tiS	5			
'inintawaeh	'inintawaeh	5			
'inlakay	'inlakay	5			
'inoralan	'inoralan	5			
'inpoetoeh	'inpoetoeh	5			
'inSi'bo:	'inSi'bo:	5			
'intaewaeh	'intaewaeh	5			
'intari:	'intari:	5			
'intoroe'	'intoroe'	5			
'ipilaz	'ipilaz	5			
isa:a'	isa:a'	5			
'iSbabanghel	'iSbabanghel	5			
''iSiS	''iSiS	5			
'iSlal':	'iSlal':	5			
'iSraki'	'iSraki'	5			
'iSrara:ang	'iSrara:ang	5			
'itiro'	'itiro'	5			
'iwan	'iwan	5			
'iyahihimi'	'iyahihimi'	5			
'iyahinboe'	'iyahinboe'	5			
'iya'inoral	'iya'inoral	5			
'iyalatar	'iyalatar	5			
'iyapa':	'iyapa':	5			
'iyawa'isin	'iyawa'isin	5			
'iyoloy	'iyoloy	5			
'iyot	'iyot	5			
ka:ong	ka:ong	5			
ka:Seb	ka:Seb	5			
ka'alingo'	ka'alingo'	5			
ka'apisin	ka'apisin	5			
ka'ayna:a'an	ka'ayna:a'an	5			
kababaw	kababaw	5			
kabaehi'in	kabaehi'in	5			
kabhoet	kabhoet	5			
kaboehoel	kaboehoel	5			
kae:oeh	kae:oeh	5			
kahawaehen	kahawaehen	5			
kah'oe'	kah'oe'	5			
ka'inalingo'	ka'inalingo'	5			
kaka:aw	kaka:aw	5			
kaka:awen	kaka:awen	5			
kaka:ay	kaka:ay	5			
kakbi':	kakbi':	5			
kakita'er	kakita'er	5			
kakiw	kakiw	5			
kakowi'in	kakowi'in	5			
kalihaepoyan	kalihaepoyan	5			
kam	kam	5			
kama'alep	kama'alep	5			
kama'anSay	kama'anSay	5			
kamabaseng	kamabaseng	5			
kamaholoy	kamaholoy	5			
kamakakabaeh	kamakakabaeh	5			
kama'omowaz	kama'omowaz	5			
kamaSal	kamaSal	5			
kamatibae:iw	kamatibae:iw	5			
kambawnay	kambawnay	5			
kapa:zas	kapa:zas	5			
kapaksel	kapaksel	5			
kap'ali'a'oral	kap'ali'a'oral	5			
kapaskayzaehen	kapaskayzaehen	5			
kapaSkira:a'	kapaSkira:a'	5			
kapawrahem	kapawrahem	5			
kapayhaepoyan	kapayhaepoyan	5			
kapayhima'	kapayhima'	5			
kapaynaehpo'an	kapaynaehpo'an	5			
kapayramo'an	kapayramo'an	5			
kapayriza'an	kapayriza'an	5			
kapayziza'an	kapayziza'an	5			
kaptelengan	kaptelengan	5			
karma'	karma'	5			
karokroken	karokroken	5			
karotonan	karotonan	5			
kaseme'en	kaseme'en	5			
ka'sih	ka'sih	5			
kaSo:olan	kaSo:olan	5			
kaSobis':in	kaSobis':in	5			
kaS'oetoeh	kaS'oetoeh	5			
kata'paripari'an	kata'paripari'an	5			
katiSkayba:enan	katiSkayba:enan	5			
katiSraloman	katiSraloman	5			
katoerhoer	katoerhoer	5			
kawa'	kawa'	5			
kawnatatimae'an	kawnatatimae'an	5			
kayi'	kayi'	5			
kayngaeh	kayngaeh	5			
kayngaehen	kayngaehen	5			
kempe:	kempe:	5			
kemsem	kemsem	5			
kesem	kesem	5			
kin'amet	kin'amet	5			
kinbazae'an	kinbazae'an	5			
kinkaehoy	kinkaehoy	5			
kinolaboeh	kinolaboeh	5			
kinrika:	kinrika:	5			
kiSe'	kiSe'	5			
kitnga'nga'	kitnga'nga'	5			
ko:ol	ko:ol	5			
kolso:	kolso:	5			
kominita'	kominita'	5			
kominsi'ael	kominsi'ael	5			
komobikol	komobikol	5			
komSa:o'	komSa:o'	5			
konkonon	konkonon	5			
konrarakiS	konrarakiS	5			
koringin	koringin	5			
koSa:o'	koSa:o'	5			
lak	lak	5			
laleke:	laleke:	5			
lalengeSen	lalengeSen	5			
lalobih	lalobih	5			
laloni'an	laloni'an	5			
langoy	langoy	5			
libo'	libo'	5			
liyabo'	liyabo'	5			
lokboyan	lokboyan	5			
lomaehae:	lomaehae:	5			
lomibo'	lomibo'	5			
loni'	loni'	5			
ma:nani'	ma:nani'	5			
ma:Si'Si'	ma:Si'Si'	5			
ma:tahoki'	ma:tahoki'	5			
ma'alo'	ma'alo'	5			謝謝
ma'asay	ma'asay	5			
maehrahrang	maehrahrang	5			
mae'mae'iyaeh	mae'mae'iyaeh	5			
malno	malno	5			
man	man	5			
manabih	manabih	5			
manakiS	manakiS	5			
ma'ngel	ma'ngel	5			
manmanra:an	manmanra:an	5			
ma'rem	ma'rem	5			
maShaha:'	maShaha:'	5			
maSna'abo'	maSna'abo'	5			
maylaS	maylaS	5			
min'ae:aew	min'ae:aew	5			
minayna:a'	minayna:a'	5			
minhaya:	minhaya:	5			
minSaylo'	minSaylo'	5			
mintatiyalan	mintatiyalan	5			
miriri:'	miriri:'	5			
miSlal':	miSlal':	5			
mis'oeh	mis'oeh	5			
miyaka:'	miyaka:'	5			
miyatabin	miyatabin	5			
monhael	monhael	5			
monto:ol	monto:ol	5			
naba:	naba:	5			
ngalpae'	ngalpae'	5			
ngangilaeh	ngangilaeh	5			
ngesel	ngesel	5			
ngiyawngiyawan	ngiyawngiyawan	5			
ngoray	ngoray	5			
'oelpoeh	'oelpoeh	5			
'oelpoehan	'oelpoehan	5			
'oes'oes	'oes'oes	5			
'oes'oeson	'oes'oeson	5			
'oka'en	'oka'en	5			
'omin	'omin	5			
'oralen	'oralen	5			
'oro'	'oro'	5			
'osa:en	'osa:en	5			
'oson	'oson	5			
'otot	'otot	5			
'owaz	'owaz	5			
pa'aewhayen	pa'aewhayen	5			
pa'anoeh	pa'anoeh	5			
pa'arol	pa'arol	5			
pa'azip	pa'azip	5			
pabalihaeh	pabalihaeh	5			
pae'zo'	pae'zo'	5			
pahi:hi:	pahi:hi:	5			
pahinibih	pahinibih	5			
paka:as	paka:as	5			
pak'ae:'ae:iw	pak'ae:'ae:iw	5			
pak'ae:'ae:iwin	pak'ae:'ae:iwin	5			
pakakayzaehan	pakakayzaehan	5			
pak'apis	pak'apis	5			
pakbi':	pakbi':	5			
pake:eb	pake:eb	5			
pakhopay	pakhopay	5			
pak'inaro'	pak'inaro'	5			
pakisa'oe'	pakisa'oe'	5			
pakrae:iw	pakrae:iw	5			
pakSahpi:ih	pakSahpi:ih	5			
pakSilbizbizo'	pakSilbizbizo'	5			
palbaboy	palbaboy	5			
palbe:	palbe:	5			
panae'	panae'	5			
panae'en	panae'en	5			
papa:tol	papa:tol	5			
papanra:an	papanra:an	5			
papayha'ha'	papayha'ha'	5			
papolo'an	papolo'an	5			
papori:	papori:	5			
papotoy	papotoy	5			
papozokan	papozokan	5			
paS	paS	5			
paSakap	paSakap	5			
paSanti'azem	paSanti'azem	5			
paSipot	paSipot	5			
pas''is	pas''is	5			
paSkira:a'en	paSkira:a'en	5			
paS'oesizo:	paS'oesizo:	5			
pat	pat	5			
pat'awan	pat'awan	5			
patikowis	patikowis	5			
pawkinba:in	pawkinba:in	5			驅邪
pawrowa'	pawrowa'	5			
paybalbalay	paybalbalay	5			
paytata'	paytata'	5			
paytokol	paytokol	5			
peleng	peleng	5			
pilSa:ayen	pilSa:ayen	5			
pinasayan	pinasayan	5			
pinataS	pinataS	5			
pinat'awan	pinat'awan	5			
pinotpotoy	pinotpotoy	5			
pinpinatiyayan	pinpinatiyayan	5			
pit'aelaw	pit'aelaw	5			
poepoe'oe'	poepoe'oe'	5			
poepoetoeh	poepoetoeh	5			
poetoeh	poetoeh	5			
pohima'	pohima'	5			
pomasa'	pomasa'	5			
pon'apis	pon'apis	5			
ponibih	ponibih	5			
pontatango:	pontatango:	5			
porawSi'	porawSi'	5			
poSi'	poSi'	5			
potiyan	potiyan	5			
ra:ol	ra:ol	5			
ra:ra:waS	ra:ra:waS	5			
ra'ara'	ra'ara'	5			
rae'ael	rae'ael	5			
rae'aew	rae'aew	5			
rahoeran	rahoeran	5			
rara:ol	rara:ol	5			
rarakep	rarakep	5			
rawa:	rawa:	5			
repe'	repe'	5			
rilang	rilang	5			
rokrok	rokrok	5			
romilang	romilang	5			
rominae'oe:	rominae'oe:	5			
ropa:en	ropa:en	5			
Sa:al	Sa:al	5			
sa:bong	sa:bong	5			
Sa:o'	Sa:o'	5			
Sa'aewhay	Sa'aewhay	5			
sabsaboeh	sabsaboeh	5			
sae:aeh	sae:aeh	5			
Sa'iSin	Sa'iSin	5			
sa'owaz	sa'owaz	5			
sasa'oe'	sasa'oe'	5			
sasisaw	sasisaw	5			
SaSobalih	SaSobalih	5			
SaSolot	SaSolot	5			
Sebeti	Sebeti	5			
se'e:	se'e:	5			
Sekla'en	Sekla'en	5			
Sembet	Sembet	5			
seme'	seme'	5			
sempeng	sempeng	5			
sepeng	sepeng	5			
Si	Si	5			
Si'a'ehe:	Si'a'ehe:	5			
siblaehan	siblaehan	5			
SikoSa'	SikoSa'	5			
SikSikin	SikSikin	5			
SilaSo'	SilaSo'	5			
Sima:	Sima:	5			
Sina:eng	Sina:eng	5			
sinapoeh	sinapoeh	5			
Sinarakan	Sinarakan	5			
sini'aelan	sini'aelan	5			
sino:oz	sino:oz	5			
Sinraehoe'	Sinraehoe'	5			種類
sinsinamoehan	sinsinamoehan	5			
Sinta'oeloeh	Sinta'oeloeh	5			
Si'oetae'	Si'oetae'	5			
Sipahila:	Sipahila:	5			
Sipahinra:iy	Sipahinra:iy	5			
Sipahiyo'	Sipahiyo'	5			
Sipanhae:ae'	Sipanhae:ae'	5			
Sipanra:an	Sipanra:an	5			
Sipa'oral	Sipa'oral	5			
Sipatono'	Sipatono'	5			
Sipot	Sipot	5			
Sipotoy	Sipotoy	5			
Siri'	Siri'	5			
Siro:o'	Siro:o'	5			
SiSa:eng	SiSa:eng	5			
Sisisaw	Sisisaw	5			
Siteleng	Siteleng	5			
Sito'oe'	Sito'oe'	5			
siwa:	siwa:	5			
Sobaeh	Sobaeh	5			
Sohoero:	Sohoero:	5			
Solo:	Solo:	5			
solong	solong	5			
Somawik	Somawik	5			
Somo:aw	Somo:aw	5			
Somobowaw	Somobowaw	5			
Sopanen	Sopanen	5			
Sorangi'	Sorangi'	5			
Sowaw	Sowaw	5			
Sowawen	Sowawen	5			
Soyo:	Soyo:	5			
ta:'itolon	ta:'itolon	5			
ta'a'inola'	ta'a'inola'	5			
takahiza	takahiza	5			
takngae:aeh	takngae:aeh	5			
tako	tako	5			
tako:	tako:	5			
takomalat	takomalat	5			
tal'awan	tal'awan	5			
tali'	tali'	5			
tamol	tamol	5			
tangoe'	tangoe'	5			
taniSo'on	taniSo'on	5			
ta'oSa'aw	ta'oSa'aw	5			
tapa:tol	tapa:tol	5			
tapa'onhael	tapa'onhael	5			
tapez	tapez	5			
tarakeSen	tarakeSen	5			
taroS	taroS	5			
taSipene'	taSipene'	5			
tatiyalan	tatiyalan	5			
tatobalih	tatobalih	5			
tawtawmo'an	tawtawmo'an	5			
taypae'	taypae'	5			
tekteken	tekteken	5			
tem'en	tem'en	5			
ti:	ti:	5			
tihima'	tihima'	5			
tikae'niw	tikae'niw	5			
tilka:	tilka:	5			
tilkoraeh	tilkoraeh	5			
tinaboe'	tinaboe'	5			
tinango:	tinango:	5			
tinawae'	tinawae'	5			
tinbok	tinbok	5			
tinosas':	tinosas':	5			
tirakiS	tirakiS	5			
tiSkobae:oh	tiSkobae:oh	5			
tobong	tobong	5			
tokaw	tokaw	5			
tomangoe'	tomangoe'	5			
tomipok	tomipok	5			
tomokoeh	tomokoeh	5			
tomono'	tomono'	5			
tongtongay	tongtongay	5			
tontonton	tontonton	5			
to'owis	to'owis	5			
topa:	topa:	5			
torong	torong	5			
totata:a'	totata:a'	5			
to'to'	to'to'	5			
towa'is	towa'is	5			
towak	towak	5			
towih	towih	5			
waliS	waliS	5			
zalas	zalas	5			
zikzikin	zikzikin	5			
'awSo'en	'awSo'en	4			
'awso'en	'awso'en	4			
habiS	habiS	4			
habis	habis	4			
Soma'iS	Soma'iS	4			
soma'iS	soma'iS	4			
'a:imakaway	'a:imakaway	4			
'a:imapizosan	'a:imapizosan	4			
'a:zawen	'a:zawen	4			
'a'abaS	'a'abaS	4			
'a'abaSen	'a'abaSen	4			
'a'anhil	'a'anhil	4			
'a'apolen	'a'apolen	4			
'a'awpo'	'a'awpo'	4			
'a'ayaehan	'a'ayaehan	4			
'a'ayna:a'	'a'ayna:a'	4			
'a'az'azem	'a'az'azem	4			
'aba:a'	'aba:a'	4			
'abiSbiSin	'abiSbiSin	4			
'ae:ae'	'ae:ae'	4			
'ae:sae:	'ae:sae:	4			
'ae'ae:ae'an	'ae'ae:ae'an	4			
'ael'aelaw	'ael'aelaw	4			
'aeng'ae'	'aeng'ae'	4			
'aewra':	'aewra':	4			
'a'ibabaw	'a'ibabaw	4			
'a'in'ae:aew	'a'in'ae:aew	4			
'a'inaro'	'a'inaro'	4			
'a'is	'a'is	4			
'a'itoSan	'a'itoSan	4			
'a'iyot	'a'iyot	4			
'akoeyen	'akoeyen	4			
'al'aliman	'al'aliman	4			
'al'alingo'	'al'alingo'	4			
'alba:iS	'alba:iS	4			帶同伴
'aleleb	'aleleb	4			
'alepen	'alepen	4			
'alhae:ae'	'alhae:ae'	4			
'alhaehae'oe:	'alhaehae'oe:	4			
'alhana:ani	'alhana:ani	4			
'alibobong	'alibobong	4			
'alingo'en	'alingo'en	4			
'alipotoy	'alipotoy	4			
'al'itol	'al'itol	4			
'al'itolon	'al'itolon	4			
'alkoysiya'en	'alkoysiya'en	4			
'alno	'alno	4			
'alnomoto:	'alnomoto:	4			
'alola:ong	'alola:ong	4			
'alowa'	'alowa'	4			
'alra:'	'alra:'	4			
'alro:or	'alro:or	4			
'altikalen	'altikalen	4			
'ana'inowan	'ana'inowan	4			
'angiSin	'angiSin	4			
'ano'en	'ano'en	4			
'a'o:ol	'a'o:ol	4			
'a'otoehan	'a'otoehan	4			
'apaeh	'apaeh	4			
'apisin	'apisin	4			
'aro:en	'aro:en	4			
'asap	'asap	4			
'aSkani	'aSkani	4			
'aSo'	'aSo'	4			
ata:an	ata:an	4			
'ay'ayaeh	'ay'ayaeh	4			
'ay'ayna:a'en	'ay'ayna:a'en	4			
'ayna:a'ani	'ayna:a'ani	4			
'ayon	'ayon	4			
'ayti:	'ayti:	4			
'aytiwayen	'aytiwayen	4			
Ｂ	Ｂ	4			
ba'ang	ba'ang	4			調解人；中間人（殺豬）
babalawbaw	babalawbaw	4			吵吵鬧鬧；鬧事；發脾氣
babeleng	babeleng	4			做圍牆的材料
babiyalan	babiyalan	4			似黃色的
babiyolbiyol	babiyolbiyol	4			搖來搖去
babnal	babnal	4			大黃蜂
babokolan	babokolan	4			背的樣子
babte:en	babte:en	4			以神鞭揮打（受事）
bakbak	bakbak	4			
balih	balih	4			
balis	balis	4			
balisin	balisin	4			
bana'	bana'	4			
bangbangolan	bangbangolan	4			
batiw	batiw	4			
bayza'	bayza'	4			
bazbazae'	bazbazae'	4			
bi'bi'bi'	bi'bi'bi'	4			
bineleng	bineleng	4			
binilis	binilis	4			
binoeloe'	binoeloe'	4			
binoeloe'an	binoeloe'an	4			
binolak	binolak	4			
bisong	bisong	4			
biyabiyabiya:	biyabiyabiya:	4			
boehi'	boehi'	4			
boe'oelboe'oelan	boe'oelboe'oelan	4			
boSboS	boSboS	4			
boSiya'	boSiya'	4			
botbotol	botbotol	4			
bozbozos	bozbozos	4			
'e:eSen	'e:eSen	4			
'elebi	'elebi	4			
'elet	'elet	4			
'elngih	'elngih	4			
'eme:eS	'eme:eS	4			
'esengen	'esengen	4			
ha:hosong	ha:hosong	4			
ha:nani'	ha:nani'	4			
ha:ongen	ha:ongen	4			
ha:samiyan	ha:samiyan	4			
ha'a:ap	ha'a:ap	4			
habak	habak	4			
habisong	habisong	4			
hae:op	hae:op	4			
haehaepis	haehaepis	4			
haha:ihin	haha:ihin	4			
haha:ong	haha:ong	4			
hahabaeh	hahabaeh	4			
hahae:op	hahae:op	4			
hahakaS	hahakaS	4			
hahangih	hahangih	4			
hahazab	hahazab	4			
hahili'hili'	hahili'hili'	4			
hahirhir	hahirhir	4			
hahiyop	hahiyop	4			
hahoer	hahoer	4			
hahopil	hahopil	4			
hakaSen	hakaSen	4			
halayen	halayen	4			
halhalisan	halhalisan	4			
hamez	hamez	4			
hangihen	hangihen	4			
hanhan	hanhan	4			
hanowan	hanowan	4			
hapapis	hapapis	4			
hatak	hatak	4			
hataken	hataken	4			
hataSen	hataSen	4			
hawaehen	hawaehen	4			
hayap	hayap	4			
hayhayo'en	hayhayo'en	4			
haysani'	haysani'	4			
hayza'en	hayza'en	4			
hazihin	hazihin	4			
he:heb	he:heb	4			
hi:hi:hi:	hi:hi:hi:	4			
hibo'en	hibo'en	4			
hilhil'awan	hilhil'awan	4			
hilok	hilok	4			
himi'an	himi'an	4			
hin	hin	4			
hina'itol	hina'itol	4			
hinakama'	hinakama'	4			
hinamez	hinamez	4			
hinangal	hinangal	4			
hinangih	hinangih	4			
hin'aw'aw	hin'aw'aw	4			
hinehmek	hinehmek	4			
hinehnak	hinehnak	4			
hinhael	hinhael	4			
hinibo'an	hinibo'an	4			
hininta'oeloeh	hininta'oeloeh	4			
hininta'oeloehan	hininta'oeloehan	4			
hinirhir	hinirhir	4			
hiniyapae'zo'	hiniyapae'zo'	4			
hinngas	hinngas	4			
hinola'	hinola'	4			
hino'mol	hino'mol	4			
hino'molen	hino'molen	4			
hinongo:o'an	hinongo:o'an	4			
hinopi''an	hinopi''an	4			
hinora'iSan	hinora'iSan	4			
hinpilaz	hinpilaz	4			
hintimo'en	hintimo'en	4			
hito'	hito'	4			
hiwhiwa'en	hiwhiwa'en	4			
hiyopen	hiyopen	4			
hoboe'en	hoboe'en	4			
hoehoehen	hoehoehen	4			
hoehoero:	hoehoero:	4			
hoetoeh	hoetoeh	4			
hoka:ra'en	hoka:ra'en	4			
homa:ong	homa:ong	4			
homaelhael	homaelhael	4			
homaha:'	homaha:'	4			
homahli:	homahli:	4			
homako'	homako'	4			
homaleb	homaleb	4			
homames	homames	4			
homamez	homamez	4			
homanghangih	homanghangih	4			
homaSab	homaSab	4			
homatak	homatak	4			
homawaeh	homawaeh	4			
homayriri'	homayriri'	4			
homazih	homazih	4			
hombel	hombel	4			
homhomiwa'	homhomiwa'	4			
homi:hi:	homi:hi:	4			
homibo'	homibo'	4			
hominiwa'	hominiwa'	4			
homirhir	homirhir	4			
homiyong	homiyong	4			
