form	lemma	freq	seg	pos	gloss
monsa'ih	monsa'ih	2			
moSaySayip	moSaySayip	2			
naba:an	naba:an	2			
nabnaban	nabnaban	2			
nabnabanan	nabnabanan	2			
nater	nater	2			
ngaehngaehngaeh	ngaehngaehngaeh	2			
ngalangal	ngalangal	2			
ngalawngawan	ngalawngawan	2			
ngalo'ngo'an	ngalo'ngo'an	2			
nganga:as	nganga:as	2			
nga'nga'an	nga'nga'an	2			
ngangali'ngi'	ngangali'ngi'	2			
ngangareSngeS	ngangareSngeS	2			
ngangihaw	ngangihaw	2			
ngataeh	ngataeh	2			
ngawngawngaw	ngawngawngaw	2			
ngenge:	ngenge:	2			
ngere'	ngere'	2			
ngibi:	ngibi:	2			
ngilol	ngilol	2			
ngingiyawan	ngingiyawan	2			
ngirosae'an	ngirosae'an	2			
ngiwis	ngiwis	2			
ngokngokngok	ngokngokngok	2			
ngongo:o'	ngongo:o'	2			
ngoroS	ngoroS	2			
ngota:	ngota:	2			
ni'ataw	ni'ataw	2			
nikibi'	nikibi'	2			
niSo	niSo	2			
o:	o:	2			
'o:baeh	'o:baeh	2			
'o:oh	'o:oh	2			
o:Sa:	o:Sa:	2			
'obay'iban	'obay'iban	2			
'oe:boeh	'oe:boeh	2			
'oel'oela'an	'oel'oela'an	2			
oe'oe'so'an	oe'oe'so'an	2			
'oepeh	'oepeh	2			
'oes'oeso'an'oralen	'oes'oeso'an'oralen	2			
'oes'oesoe'an	'oes'oesoe'an	2			
'oeziso:	'oeziso:	2			
'ohoero:	'ohoero:	2			
'okay'ataw	'okay'ataw	2			
'okiSnga'nga'	'okiSnga'nga'	2			
'omalay	'omalay	2			
'omaypol	'omaypol	2			
'omitoro'	'omitoro'	2			
'omlet	'omlet	2			
'oraeh	'oraeh	2			
'oS'oSanawan	'oS'oSanawan	2			
'otobay	'otobay	2			
'otos	'otos	2			
'oya	'oya	2			
pa:	pa:	2			
pa:'aepael	pa:'aepael	2			
pa:'iyok	pa:'iyok	2			
pa:ka:'en	pa:ka:'en	2			
pa:linaSo'on	pa:linaSo'on	2			
pa:'oesizo:	pa:'oesizo:	2			
pa:pazay	pa:pazay	2			
pa:siningo:	pa:siningo:	2			
pa:talka:en	pa:talka:en	2			
pa:walo'en	pa:walo'en	2			
pa'alhapaeh	pa'alhapaeh	2			
paboetoe'	paboetoe'	2			
pae':	pae':	2			
pae:aey	pae:aey	2			
paehrahrangen	paehrahrangen	2			
paehrarang	paehrarang	2			
paehtangen	paehtangen	2			
paelaeh	paelaeh	2			
paepae'is	paepae'is	2			
pae'remen	pae'remen	2			
pae'Saw	pae'Saw	2			
paha:ihi	paha:ihi	2			
pahbel	pahbel	2			
pahbelani	pahbelani	2			
pahoroS	pahoroS	2			
pa'ilhaehae:ae'en	pa'ilhaehae:ae'en	2			
pa'inhil	pa'inhil	2			
pa'iri:'	pa'iri:'	2			
pa'iSkanonaken	pa'iSkanonaken	2			
pa'iyo'en	pa'iyo'en	2			
pak'ae:'ae:iwen	pak'ae:'ae:iwen	2			
pak'aehae'	pak'aehae'	2			
pak'a'ilabe'	pak'a'ilabe'	2			
pak'ap'apoeh	pak'ap'apoeh	2			
pakaS'alayan	pakaS'alayan	2			
pakaykayzaeh	pakaykayzaeh	2			
pakaykayzaehen	pakaykayzaehen	2			
pakelen	pakelen	2			
pakhae:wan	pakhae:wan	2			
pakhawhel	pakhawhel	2			
pakheSeb	pakheSeb	2			
pakhingha'	pakhingha'	2			
pak'inaro'en	pak'inaro'en	2			
pak'intoehtoehoeyen	pak'intoehtoehoeyen	2			
pak'iyakaliyaeh	pak'iyakaliyaeh	2			
pakliplihan	pakliplihan	2			
pakonkonaeh	pakonkonaeh	2			
pakSiba:'	pakSiba:'	2			
pakzazih	pakzazih	2			
palaeh	palaeh	2			
palahiza	palahiza	2			
palakaw	palakaw	2			
pal'apo'	pal'apo'	2			
palok	palok	2			
palom	palom	2			
paloso:	paloso:	2			
panakiS	panakiS	2			
panayaka:'	panayaka:'	2			
pangihpangihan	pangihpangihan	2			
panhae:ae'	panhae:ae'	2			
panhae:ae'ani	panhae:ae'ani	2			
panpanabih	panpanabih	2			
panpoetoeh	panpoetoeh	2			
pantono'	pantono'	2			
pa'oSa'	pa'oSa'	2			
papa:o'	papa:o'	2			
papanae'en	papanae'en	2			
papa'oSa'	papa'oSa'	2			
papasisoh	papasisoh	2			
papatawawen	papatawawen	2			
papawaS	papawaS	2			
papayhini	papayhini	2			
papayminkoringan	papayminkoringan	2			
papayrini	papayrini	2			
papayziza	papayziza	2			
papiza'piza'	papiza'piza'	2			
papizaw	papizaw	2			
papli:	papli:	2			
papnabih	papnabih	2			
papnaroSa'	papnaroSa'	2			
paporokan	paporokan	2			
papSiba:'	papSiba:'	2			
papSiyayan	papSiyayan	2			
parae'oe:en	parae'oe:en	2			
pararoton	pararoton	2			
paSa'iS	paSa'iS	2			
pasaker	pasaker	2			
paSanhaehae:ae'en	paSanhaehae:ae'en	2			
paSan'izaeh	paSan'izaeh	2			
paSankateng	paSankateng	2			
paSanramo:on	paSanramo:on	2			
paSanti'azemen	paSanti'azemen	2			
pase'elpas'el	pase'elpas'el	2			
paSi'izaeh	paSi'izaeh	2			
pasikoey	pasikoey	2			
paSket	paSket	2			
paSkira:a'an	paSkira:a'an	2			
paSlalSaw	paSlalSaw	2			
paSlo:	paSlo:	2			
pasobol	pasobol	2			
paS'oeziso:	paS'oeziso:	2			
paSolo:en	paSolo:en	2			
paSpaSoSinrahoe'	paSpaSoSinrahoe'	2			
paSrahoe'en	paSrahoe'en	2			
paSraya'	paSraya'	2			
paSroe'roe'en	paSroe'roe'en	2			
paSta'ayan	paSta'ayan	2			
paSta'aypapoe'oe'	paSta'aypapoe'oe'	2			
paSta'ayta'ay	paSta'ayta'ay	2			
paSto:boe'	paSto:boe'	2			
pat'a:ih	pat'a:ih	2			
pataSilotor	pataSilotor	2			
patatbok	patatbok	2			
patawawen	patawawen	2			
patawawi	patawawi	2			
pat'es'es	pat'es'es	2			
pathalayen	pathalayen	2			
pati'azem	pati'azem	2			
patihoero:	patihoero:	2			
patioero:	patioero:	2			
patiSti:iS	patiSti:iS	2			
patnabih	patnabih	2			
patnanga'	patnanga'	2			
patoki:an	patoki:an	2			
patro:or	patro:or	2			
pawbis'ol	pawbis'ol	2			
pawhi'	pawhi'	2			
pawhi:	pawhi:	2			
payba:la'	payba:la'	2			
payka:'	payka:'	2			
payla'	payla'	2			
paylangi:	paylangi:	2			
payriza'en	payriza'en	2			
paytipoe'oe'en	paytipoe'oe'en	2			
paywa'	paywa'	2			
payziza	payziza	2			
peher	peher	2			
pehez	pehez	2			
pihik	pihik	2			
pilbeSte:en	pilbeSte:en	2			
pilosnaw	pilosnaw	2			
pilosnawen	pilosnawen	2			
pilwa:ay	pilwa:ay	2			
pin'a'apolan	pin'a'apolan	2			
pinaehrarangan	pinaehrarangan	2			
pinahiriri:	pinahiriri:	2			
pinakbo:olan	pinakbo:olan	2			
pinamwa'	pinamwa'	2			
pinanra:an	pinanra:an	2			
pina'oe'oe'an	pina'oe'oe'an	2			
pin'ap'apolan	pin'ap'apolan	2			
pinaSkolaySan	pinaSkolaySan	2			
pinatiStatoroe'	pinatiStatoroe'	2			
pina'yaka:'	pina'yaka:'	2			
pinaytata'an	pinaytata'an	2			
pinko'oemaeh	pinko'oemaeh	2			
pinkosaw	pinkosaw	2			
pinlingaso'	pinlingaso'	2			
pinonra:'an	pinonra:'an	2			
pinosi:ih	pinosi:ih	2			
pinpapoe'oe'an	pinpapoe'oe'an	2			
pinSiwahi:	pinSiwahi:	2			
piSiyayan	piSiyayan	2			
po	po	2			
poe'ae:	poe'ae:	2			
poehaek	poehaek	2			
poepoe:oeh	poepoe:oeh	2			
poetpoetoeh	poetpoetoeh	2			
pohaek	pohaek	2			
pokpokpok	pokpokpok	2			
polotor	polotor	2			
pongki:	pongki:	2			
ponhae:ae'	ponhae:ae'	2			
ponkakalse:	ponkakalse:	2			
ponlaleket	ponlaleket	2			
ponrowa'en	ponrowa'en	2			
pori:en	pori:en	2			
porotor	porotor	2			
poSal	poSal	2			
poSong	poSong	2			
poSpoS	poSpoS	2			
Q:	Q:	2			
rae'am	rae'am	2			
rae'rae'em	rae'rae'em	2			
rae'seb	rae'seb	2			
rahib	rahib	2			
rahip	rahip	2			
ra'iS	ra'iS	2			
raki'	raki'	2			
ramayramayramay	ramayramayramay	2			
ramayramyramy	ramayramyramy	2			
ramol	ramol	2			
rangaw	rangaw	2			
rara:loeh	rara:loeh	2			
ra'ra'em	ra'ra'em	2			
rarahoe:	rarahoe:	2			
rara'iSan	rara'iSan	2			
rareme:anlala:'	rareme:anlala:'	2			
rarhaep	rarhaep	2			
raroemaeh	raroemaeh	2			
raroko'	raroko'	2			
rarolae'an	rarolae'an	2			
rarowaeh	rarowaeh	2			
ratang	ratang	2			
rawngap	rawngap	2			
re:re:'etan	re:re:'etan	2			
re'eSan	re'eSan	2			
reSe:	reSe:	2			
rinahkal	rinahkal	2			
rinal	rinal	2			
riningi:	riningi:	2			
ri'sa:	ri'sa:	2			
risa:ow	risa:ow	2			
risaza	risaza	2			
ro:oh	ro:oh	2			
roe:oeh	roe:oeh	2			
roma:iy	roma:iy	2			
romeme:	romeme:	2			
rompe'	rompe'	2			
rompe:	rompe:	2			
rotroton	rotroton	2			
rowaSeken	rowaSeken	2			
Sa	Sa	2			說
Sa':	Sa':	2			
Sa:oya'	Sa:oya'	2			
Sa:papori:	Sa:papori:	2			
sa:yae'en	sa:yae'en	2			
sabeoh	sabeoh	2			
Sabong	Sabong	2			
sae:aehen	sae:aehen	2			
sae:saehen	sae:saehen	2			
Saehpi:ih	Saehpi:ih	2			
Sahaehae'oe:	Sahaehae'oe:	2			
Sa'hoe:oet	Sa'hoe:oet	2			
Sa'horoe:	Sa'horoe:	2			
SahowiS	SahowiS	2			
sa'iwaz	sa'iwaz	2			
Sakaro'	Sakaro'	2			
Sako:	Sako:	2			
Sakosizaeh	Sakosizaeh	2			
saksakaw	saksakaw	2			
Salamaeh	Salamaeh	2			
SalekSekan	SalekSekan	2			
Sali'	Sali'	2			
sali':	sali':	2			
saloeh	saloeh	2			
Sanabih	Sanabih	2			
Sanae'	Sanae'	2			
San'apis	San'apis	2			
San'aSay	San'aSay	2			
sanga'	sanga'	2			
Sanpolo:	Sanpolo:	2			
SanSan'aSay	SanSan'aSay	2			
sa'oewaz	sa'oewaz	2			
Sapi:ihin	Sapi:ihin	2			
Sapolen	Sapolen	2			
Sarakepan	Sarakepan	2			
Sa'rem	Sa'rem	2			
sasakepan	sasakepan	2			
SaSawiSan	SaSawiSan	2			
SaSbet	SaSbet	2			
sasepeng	sasepeng	2			
saso:oz	saso:oz	2			
sasoke:	sasoke:	2			
saspa'	saspa'	2			
Sa'te:	Sa'te:	2			
SawiS	SawiS	2			
sawzoeh	sawzoeh	2			
Sayi'	Sayi'	2			
Saylala:'	Saylala:'	2			
sayza'	sayza'	2			
saze'zepen	saze'zepen	2			
saziyo'	saziyo'	2			
Sazizal	Sazizal	2			
Se'enen	Se'enen	2			
seme:ez	seme:ez	2			
seme'ez	seme'ez	2			
semsemal	semsemal	2			
Senget	Senget	2			
se'sezen	se'sezen	2			
si'aelih	si'aelih	2			
Si'alkoysiya'	Si'alkoysiya'	2			
Si'alop	Si'alop	2			
Siba:'ani	Siba:'ani	2			
Sibalay	Sibalay	2			
Siboehen	Siboehen	2			
Sibohen	Sibohen	2			
Sibok	Sibok	2			
Siboloeh	Siboloeh	2			
siha:opan	siha:opan	2			
Sihahoway	Sihahoway	2			
Sihlal	Sihlal	2			
Sikakonibih	Sikakonibih	2			
Sikarma'	Sikarma'	2			
SikaSpotoeh	SikaSpotoeh	2			
sikay	sikay	2			
Sikohngapen	Sikohngapen	2			
SikowaS	SikowaS	2			
Sikrae:iw	Sikrae:iw	2			
Siksiyobaz	Siksiyobaz	2			
Sil	Sil	2			
Sil'ae'to'	Sil'ae'to'	2			
Silapa:	Silapa:	2			
Sil'azeng	Sil'azeng	2			
Sili'	Sili'	2			
silih	silih	2			
Silipa'	Silipa'	2			
Siltobhae'	Siltobhae'	2			
Sina:	Sina:	2			
sinamoehan	sinamoehan	2			
sina'oe'an	sina'oe'an	2			
sinatel	sinatel	2			
Sin'azem	Sin'azem	2			
Sinbalbalay	Sinbalbalay	2			
singo:	singo:	2			
singsangan	singsangan	2			
singsis	singsis	2			
Singwip	Singwip	2			
Sinikiw	Sinikiw	2			
Sinpaehpaeh	Sinpaehpaeh	2			
Sinpaehtang	Sinpaehtang	2			
sinpe:an	sinpe:an	2			
Sipa'al'itol	Sipa'al'itol	2			
Sipahalay	Sipahalay	2			
Sipahiba:	Sipahiba:	2			
Sipahihi:	Sipahihi:	2			
SipakiSka:at	SipakiSka:at	2			
Sipak'iya'zaw	Sipak'iya'zaw	2			
Sipak'iya'zawen	Sipak'iya'zawen	2			
Sipanhaehae:ae'	Sipanhaehae:ae'	2			
Sipanta'e:	Sipanta'e:	2			
Sipantopoy	Sipantopoy	2			
Sipa'oSa'	Sipa'oSa'	2			
Sipa'owaz	Sipa'owaz	2			
Sipene'	Sipene'	2			
Sipoeway	Sipoeway	2			
Sirakrak	Sirakrak	2			
Sirakrakal	Sirakrakal	2			
Sire:e:	Sire:e:	2			
Sirotroton	Sirotroton	2			
SiSa'Sa:	SiSa'Sa:	2			
SiSebet	SiSebet	2			
SiSi'	SiSi'	2			
SiSibih	SiSibih	2			
Sisiyobaz	Sisiyobaz	2			
sisoe'	sisoe'	2			
SitaloSa'la'	SitaloSa'la'	2			
Sitangoe'	Sitangoe'	2			
Sitil'amet	Sitil'amet	2			
Sitortoroe'	Sitortoroe'	2			
siya'	siya'	2			
siya:	siya:	2			
Siyapoetoeh	Siyapoetoeh	2			
SiyapotoS	SiyapotoS	2			
siyatong	siyatong	2			
siyobaz	siyobaz	2			
siyokoy	siyokoy	2			
sizabani	sizabani	2			
So:abih	So:abih	2			
'soba:oeh	'soba:oeh	2			
soksoki	soksoki	2			
soloehbori:	soloehbori:	2			
somaeh	somaeh	2			
Soma'en	Soma'en	2			
SomahoewiS	SomahoewiS	2			
Som'alay	Som'alay	2			
somapoeh	somapoeh	2			
Somarangi'	Somarangi'	2			
some'sez	some'sez	2			
somhoe:	somhoe:	2			
Sominibih	Sominibih	2			
Sominkalaway	Sominkalaway	2			
somisil	somisil	2			
somiya'	somiya'	2			
Somli'	Somli'	2			
somnge:	somnge:	2			
som'ok	som'ok	2			
Somopoti'	Somopoti'	2			
Somorater	Somorater	2			
somosoza'	somosoza'	2			
SomowaS	SomowaS	2			
Somozawzi'	Somozawzi'	2			
So'pih	So'pih	2			
sowana:	sowana:	2			
Soyah	Soyah	2			
ta:zo'	ta:zo'	2			
tabo:ani	tabo:ani	2			
tabtabilas	tabtabilas	2			
tabtabolaS	tabtabolaS	2			
taetae'aeng	taetae'aeng	2			
tahaepis	tahaepis	2			
taheS'obay	taheS'obay	2			
taka	taka	2			
takibih	takibih	2			
takoroton	takoroton	2			
takoSi'	takoSi'	2			
takra:amaw	takra:amaw	2			
takrae:iwani	takrae:iwani	2			
talawan	talawan	2			
talboyo'	talboyo'	2			
tal'izaehen	tal'izaehen	2			
talobon	talobon	2			
talor	talor	2			
tamako'	tamako'	2			
tamtamako'	tamtamako'	2			
tanayan	tanayan	2			
tangeb	tangeb	2			
tangiwis	tangiwis	2			
tani'	tani'	2			
tanilolongan	tanilolongan	2			
tanisakel	tanisakel	2			
ta'owaw	ta'owaw	2			
tapa:ngasan	tapa:ngasan	2			
tapaybi:	tapaybi:	2			
tapaybi:ilaw	tapaybi:ilaw	2			
tapeSan	tapeSan	2			
tapik	tapik	2			
ta'pik	ta'pik	2			
tasapoeh	tasapoeh	2			
taSi	taSi	2			
taSihoero:	taSihoero:	2			
taSimasak	taSimasak	2			
taSi'obi'en	taSi'obi'en	2			
tatako'	tatako'	2			
tataraw	tataraw	2			
tatari:in	tatari:in	2			
tatbok	tatbok	2			
tate'es	tate'es	2			
tatil'aet	tatil'aet	2			
tatil'at	tatil'at	2			
tat'oeS	tat'oeS	2			
tawpolih	tawpolih	2			
tawSa'	tawSa'	2			
tawyah	tawyah	2			
tawyo:	tawyo:	2			
tayabaw	tayabaw	2			
te:beS	te:beS	2			
te:em	te:em	2			
tepen	tepen	2			
tesnenan	tesnenan	2			
tiboe'	tiboe'	2			
tihae:ae'	tihae:ae'	2			
tikakaw	tikakaw	2			
tikama'	tikama'	2			
tikoraeh	tikoraeh	2			
tikoraehi	tikoraehi	2			
tiktik	tiktik	2			
tilhae:ae'	tilhae:ae'	2			
tilihlih	tilihlih	2			
tilkoraehen	tilkoraehen	2			
tinakal	tinakal	2			
tinakraehoe'an	tinakraehoe'an	2			
tinakse:an	tinakse:an	2			
tinalekan	tinalekan	2			
tinal'omaeh	tinal'omaeh	2			
tinato'	tinato'	2			
ti'ngaw	ti'ngaw	2			
tinhel	tinhel	2			
tini'oetoeh	tini'oetoeh	2			
tinloboeh	tinloboeh	2			
tinobok	tinobok	2			
tinobokan	tinobokan	2			
tino'ohay	tino'ohay	2			
tintinhaSo:	tintinhaSo:	2			
ti'oetoehi	ti'oetoehi	2			
tipehez	tipehez	2			
tipoetoeh	tipoetoeh	2			
tirayhil	tirayhil	2			
tiroSa'	tiroSa'	2			
tisikas	tisikas	2			
tiSkobih	tiSkobih	2			
tiSni'al'alay	tiSni'al'alay	2			
tita'oeloeh	tita'oeloeh	2			
tiyam	tiyam	2			
to:bo'	to:bo'	2			
tobo'	tobo'	2			
tobtobtob	tobtobtob	2			
tohong	tohong	2			
tola'	tola'	2			
toli:in	toli:in	2			
tomaktako	tomaktako	2			
tomasalaz	tomasalaz	2			
tomaypiypiyaw	tomaypiypiyaw	2			
tomaytatini'	tomaytatini'	2			
tomektek	tomektek	2			
tom'en	tom'en	2			
tomi'aer	tomi'aer	2			
tomiyaw	tomiyaw	2			
tomkatkaw	tomkatkaw	2			
tomo'hael	tomo'hael	2			
tomoko'	tomoko'	2			
tomonon	tomonon	2			
tomopak	tomopak	2			
tomortore'	tomortore'	2			
tomra::	tomra::	2			
tomroeh	tomroeh	2			
toniya'	toniya'	2			
topi'	topi'	2			
topon	topon	2			
torako'	torako'	2			
totomalek	totomalek	2			
totoS	totoS	2			
totowa'isin	totowa'isin	2			
totowanay	totowanay	2			
towes	towes	2			
towik	towik	2			
townay	townay	2			
tozek	tozek	2			
TSo'o	TSo'o	2			
wa:ar	wa:ar	2			
wa:on'ae'aew	wa:on'ae'aew	2			
wa:onkahkahwa:on	wa:onkahkahwa:on	2			
waha:an	waha:an	2			
wakil	wakil	2			
wawa:ih	wawa:ih	2			
wawarang	wawarang	2			
wawawa:ih	wawawa:ih	2			
wawewe:	wawewe:	2			
winaSakan	winaSakan	2			
wi'wi'	wi'wi'	2			
ya'azem	ya'azem	2			
yama'	yama'	2			
yangkowa'	yangkowa'	2			
za:iz	za:iz	2			
zizo'	zizo'	2			
zowas	zowas	2			
zozo'	zozo'	2			
homaboS	homaboS	1			祭祀祖先
homabos	homabos	1			
maSerngeS	maSerngeS	1			
maSernges	maSernges	1			
:ayap	:ayap	1			
:ila':ila':ila'	:ila':ila':ila'	1			
'a	'a	1			
'a:omomza'	'a:omomza'	1			
'a'aew'okay	'a'aew'okay	1			
'a'amar	'a'amar	1			
'a'aro:'inaro:	'a'aro:'inaro:	1			
'ae:ae:iw	'ae:ae:iw	1			
'ae:om	'ae:om	1			
'ae'aewzaeh'aewra':	'ae'aewzaeh'aewra':	1			
'ae'aez	'ae'aez	1			
'ae'aytatakay	'ae'aytatakay	1			
'aeh'aehis	'aeh'aehis	1			
'aeh'oe	'aeh'oe	1			
'a'eleb'a'elebe	'a'eleb'a'elebe	1			
'a'elebe	'a'elebe	1			
'ae'oemaS	'ae'oemaS	1			
'aewrae':	'aewrae':	1			
'ah'ahisan	'ah'ahisan	1			
'ahis	'ahis	1			
'ahoe'	'ahoe'	1			
'a'intoehtoehoy	'a'intoehtoehoy	1			
'a'ipa'an	'a'ipa'an	1			
'alhaepaeh	'alhaepaeh	1			
'alipoza'	'alipoza'	1			
'alkoysiya	'alkoysiya	1			
'alop	'alop	1			
'am'amoehi	'am'amoehi	1			
'amkay'am	'amkay'am	1			
'amkik	'amkik	1			
'amoeh'alikaeh	'amoeh'alikaeh	1			
'amoeh'am'amoeh	'amoeh'am'amoeh	1			
'ana:	'ana:	1			
'anhiya'a	'anhiya'a	1			
'ansiya'a	'ansiya'a	1			
'aomoy	'aomoy	1			
'a'oto'	'a'oto'	1			
'api''away	'api''away	1			
aroma'	aroma'	1			
'atawkalih	'atawkalih	1			
'ataw'obay	'ataw'obay	1			
'away'api''away	'away'api''away	1			
'away'ataw	'away'ataw	1			
'awaypae:aeh	'awaypae:aeh	1			
'awaypaza'	'awaypaza'	1			
'awi'ta:in	'awi'ta:in	1			
'az'ez	'az'ez	1			
ba:inba:inbate:	ba:inba:inbate:	1			
baba:o'	baba:o'	1			
babaoy	babaoy	1			
babaseng	babaseng	1			
babengezen	babengezen	1			
baboe'oelan	baboe'oelan	1			
babotingan	babotingan	1			
bahko'	bahko'	1			
bala'	bala'	1			
bali'bali''a'otoehan	bali'bali''a'otoehan	1			
bangaS	bangaS	1			
baSbaSo'	baSbaSo'	1			
baso'en	baso'en	1			
be:aybo:ay	be:aybo:ay	1			
bebte:	bebte:	1			
be'e:	be'e:	1			
bikol	bikol	1			
bilowa'	bilowa'	1			
bingbing	bingbing	1			
binoway	binoway	1			
biyabiyabiya	biyabiyabiya	1			
biyang	biyang	1			
bo:ongta:in	bo:ongta:in	1			
bolboloe'	bolboloe'	1			
bongez	bongez	1			
bowa	bowa	1			
bownay	bownay	1			
chinense	chinense	1			
cordia	cordia	1			
dichotoma	dichotoma	1			
enN	enN	1			
fcummingcordia	fcummingcordia	1			
forst	forst	1			
ha:o	ha:o	1			
ha:wan	ha:wan	1			
habiyaelan	habiyaelan	1			
hae:ae'	hae:ae'	1			
hae:wanen	hae:wanen	1			
haehoeway	haehoeway	1			
haehoway	haehoway	1			
hahinghingha'an	hahinghingha'an	1			
hahiponghipong	hahiponghipong	1			
halayani	halayani	1			
halila:	halila:	1			
hamezen	hamezen	1			
hangalen	hangalen	1			
hapapon	hapapon	1			
hara:	hara:	1			
harihin	harihin	1			
hariri'	hariri'	1			
hawhel	hawhel	1			
he'eri	he'eri	1			
heheb	heheb	1			
heknak	heknak	1			
hiba:ani	hiba:ani	1			
hihimi'anSo:	hihimi'anSo:	1			
hihiyop	hihiyop	1			
hinariri:	hinariri:	1			
hinayap	hinayap	1			
hini'aehae'	hini'aehae'	1			
hinintae'oeloehan	hinintae'oeloehan	1			
hiniSiloe'	hiniSiloe'	1			
hiniya	hiniya	1			
hinra::	hinra::	1			
hiya	hiya	1			
hiyopon	hiyopon	1			
hiza'	hiza'	1			
ho:	ho:	1			
ho:rara:ol	ho:rara:ol	1			
hoebkaeh	hoebkaeh	1			
hoepay	hoepay	1			
hoepot	hoepot	1			
holal	holal	1			
homawar	homawar	1			
homazemhem	homazemhem	1			
homgas	homgas	1			
homiho:	homiho:	1			
homiwa''ome:eS	homiwa''ome:eS	1			
homnak	homnak	1			
honaenge:	honaenge:	1			
hon'al'alhihen	hon'al'alhihen	1			
hon'al'alihan	hon'al'alihan	1			
honaray	honaray	1			
honasamezhanhan	honasamezhanhan	1			
hopoeh	hopoeh	1			
hotoeh	hotoeh	1			
ilak	ilak	1			
'ilaSan	'ilaSan	1			
'ileb	'ileb	1			
'ilkashaw	'ilkashaw	1			
'ilonawen	'ilonawen	1			
'inalongo'	'inalongo'	1			
'inaya'zaw	'inaya'zaw	1			
'inhae:er	'inhae:er	1			
'ini'man	'ini'man	1			
'ininhana:	'ininhana:	1			
'inintaewaeh	'inintaewaeh	1			
'iniSlal':	'iniSlal':	1			
'iniyabolalas	'iniyabolalas	1			
'iniyang	'iniyang	1			
'iniya'oma	'iniya'oma	1			
'inka	'inka	1			
'inoka	'inoka	1			
'inopi:	'inopi:	1			
''irowangan	''irowangan	1			
'isani'	'isani'	1			
'iSibalan	'iSibalan	1			
'iSngangehe:	'iSngangehe:	1			
'ititi'n	'ititi'n	1			
'iya'inoSa'	'iya'inoSa'	1			
'iyakakoring	'iyakakoring	1			
'iyapangih	'iyapangih	1			
'iyapangihin	'iyapangihin	1			
'iyaSemSem	'iyaSemSem	1			
'iyataniSowaw	'iyataniSowaw	1			
'iyatiyam	'iyatiyam	1			
'iyaziwi'	'iyaziwi'	1			
'izo':	'izo':	1			
kababihin	kababihin	1			
kabkabaehae	kabkabaehae	1			
kabkabaehe:	kabkabaehe:	1			
kaehboe'	kaehboe'	1			
kaehkaehoy	kaehkaehoy	1			
kaeh'ong	kaeh'ong	1			
kae'sapa'	kae'sapa'	1			
kae'sipa'	kae'sipa'	1			
ka'halayan	ka'halayan	1			
kahayza'an	kahayza'an	1			
kahiwa'en	kahiwa'en	1			
kahoboe'an	kahoboe'an	1			
ka'ilkasawan	ka'ilkasawan	1			
kak'a'apol	kak'a'apol	1			
kakalahangen	kakalahangen	1			
kakamonhanka	kakamonhanka	1			
kakano'	kakano'	1			
kakarma'an	kakarma'an	1			
kakawaSpapo'oe'	kakawaSpapo'oe'	1			
kakawkinSa:o'	kakawkinSa:o'	1			
kakayaba'	kakayaba'	1			
kakayaba'ka	kakayaba'ka	1			
kakaykayzehan	kakaykayzehan	1			
kakbazae'en	kakbazae'en	1			
kakiSta:atan	kakiSta:atan	1			
kaklobihan	kaklobihan	1			
kakoroetan	kakoroetan	1			
kakpoSiyanan	kakpoSiyanan	1			
kala'api'	kala'api'	1			
kaloba:'in	kaloba:'in	1			
kalobengezbengezkalobengez	kalobengezbengezkalobengez	1			
kalobihan	kalobihan	1			
kama'	kama'	1			
kamakaSiray'an'anhi'an	kamakaSiray'an'anhi'an	1			
kamamamowa'	kamamamowa'	1			
kamamaS'abo'kama	kamamaS'abo'kama	1			
kamamaSkan	kamamaSkan	1			
kamaminhae:ar	kamaminhae:ar	1			
kamamiylawa'	kamamiylawa'	1			
kaman	kaman	1			
kama'omoes'oes	kama'omoes'oes	1			
kamapama'	kamapama'	1			
kamarempe'	kamarempe'	1			
kamarempe:	kamarempe:	1			
kamarowaSek	kamarowaSek	1			
kamasepeng	kamasepeng	1			
kamasi'ael	kamasi'ael	1			
kamatoliyab	kamatoliyab	1			
kambownay	kambownay	1			
kambownaybownay	kambownaybownay	1			
kamkapokaeh	kamkapokaeh	1			
kamonhanka	kamonhanka	1			
kano'en	kano'en	1			
ka'oSa'en	ka'oSa'en	1			
kapa:biSi'in	kapa:biSi'in	1			
kapa:pinobae:aehen	kapa:pinobae:aehen	1			
kapa:wa:iyen	kapa:wa:iyen	1			
kapahabih	kapahabih	1			
kapahalayan	kapahalayan	1			
kapa'iyo'en	kapa'iyo'en	1			
kapasepke'an	kapasepke'an	1			
kapasiya'an'	kapasiya'an'	1			
kapatabiran	kapatabiran	1			
kapawraheman	kapawraheman	1			
kapaykahboe'an	kapaykahboe'an	1			
kapaynaba:an	kapaynaba:an	1			
kapaysinapoehan	kapaysinapoehan	1			
kapaytata'	kapaytata'	1			
kapaza'tatini'	kapaza'tatini'	1			
kapazingo'	kapazingo'	1			
kapin'a'apolan	kapin'a'apolan	1			
kapinamowa'	kapinamowa'	1			
kaponSiba:'	kaponSiba:'	1			
kaptoS	kaptoS	1			
kara:ra:'	kara:ra:'	1			
karang	karang	1			解姓（氏族姓）
kareme:an	kareme:an	1			
kaSa:o'en	kaSa:o'en	1			
kaSa'en	kaSa'en	1			
kaSakipa:aw	kaSakipa:aw	1			
kaSakiray	kaSakiray	1			
kaSekla'an	kaSekla'an	1			
